CustomerKey;CountryCode;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;TotalChildren;EnglishEducation;EnglishOccupation;HouseOwnerFlag;NumberCarsOwned
18778;NAM;Miguel;Washington;01.01.1980;M;M;30000;0;Partial College;Skilled Manual;1;1
18779;MOZ;Jose;Hill;01.10.1979;M;M;30000;0;Partial College;Skilled Manual;1;1
18780;BWA;Evan;Carter;01.11.1978;S;M;60000;0;Partial College;Skilled Manual;1;1
18781;CUW;Hunter;Lewis;01.10.1977;S;M;80000;0;Bachelors;Management;0;1
18782;TON;Patrick;Reed;01.10.1977;M;M;80000;0;Bachelors;Management;1;1
18783;BHR;Michael;Martin;01.10.1973;S;M;80000;0;Bachelors;Management;0;1
18784;COD;Trinity;Brooks;01.09.1973;M;F;90000;4;Bachelors;Management;1;1
18785;ERI;Sara;Rivera;01.05.1973;S;F;110000;0;Graduate Degree;Management;0;2
18786;CHE;Dustin;Chande;01.04.1973;S;M;120000;0;Bachelors;Management;0;4
18787;YEM;Mya;Wood;01.11.1968;M;F;80000;4;Bachelors;Management;1;0
18788;THA;Madison;Thompson;01.08.1973;S;F;90000;4;Bachelors;Management;1;1
18789;SJM;Seth;Robinson;01.04.1979;S;M;110000;1;Graduate Degree;Management;0;2
18790;ITA;Julia;Martin;01.03.1985;M;F;40000;0;High School;Skilled Manual;1;2
18791;MYS;Megan;Blue;01.02.1985;S;F;40000;0;High School;Skilled Manual;1;2
18792;MDG;Gabriella;Peterson;01.02.1985;M;F;40000;0;High School;Skilled Manual;1;2
18793;BWA;Angel;Cox;01.10.1949;M;M;20000;4;High School;Skilled Manual;0;2
18794;LKA;Andrew;Davis;01.09.1984;S;M;60000;0;Partial College;Skilled Manual;1;1
18795;ISL;Nathan;Alexander;01.03.1984;S;M;40000;0;Partial High School;Clerical;0;2
18796;ETH;Marvin;Ruiz;01.06.1953;M;M;10000;2;High School;Skilled Manual;1;2
18797;VAT;Evan;Murphy;01.09.1983;S;M;40000;0;Partial College;Skilled Manual;0;1
18798;MOZ;Andrea;Allen;01.12.1983;M;F;60000;0;Partial College;Skilled Manual;1;2
18799;SOM;Jacob;Lewis;01.04.1977;M;M;60000;1;Graduate Degree;Skilled Manual;1;0
18800;KEN;Jennifer;Phillips;01.10.1982;M;F;60000;1;Graduate Degree;Skilled Manual;1;0
18801;MDV;Dawn;Yuan;01.09.1976;M;F;60000;1;Graduate Degree;Skilled Manual;1;0
18802;KGZ;Mario;Shen;01.10.1982;M;M;60000;1;Graduate Degree;Skilled Manual;1;0
18803;MAC;Cedric;Zheng;01.05.1977;M;M;60000;1;Graduate Degree;Skilled Manual;1;0
18804;OMN;Aaron;Gonzales;01.05.1982;M;M;60000;1;Graduate Degree;Skilled Manual;1;0
18805;ZWE;Tracy;Simpson;01.12.1977;M;F;50000;1;Bachelors;Skilled Manual;1;0
18806;RWA;Kaitlyn;Torres;01.03.1978;M;F;50000;1;Bachelors;Skilled Manual;1;0
18807;AND;Spencer;Bennett;01.01.1970;S;M;130000;2;Graduate Degree;Management;0;2
18808;STP;Gabrielle;Perez;01.10.1961;S;F;70000;3;Partial College;Professional;1;1
18809;BGR;Jason;King;01.10.1961;M;M;80000;2;Partial College;Professional;1;1
18810;ASM;Casey;Dominguez;01.12.1939;M;M;60000;2;Graduate Degree;Management;1;2
18811;HRV;Samuel;Perry;01.12.1968;M;M;80000;4;Partial College;Professional;1;2
18812;MYT;Kyle;Adams;01.09.1979;S;M;80000;4;Partial College;Professional;1;2
18813;IMN;Kristy;Hernandez;01.11.1968;S;F;90000;0;Partial College;Professional;1;1
18814;ALB;Evan;Adams;01.01.1980;S;M;90000;0;Partial College;Professional;0;1
18815;NOR;Abigail;Rogers;01.12.1968;M;F;90000;0;Partial College;Professional;0;1
18816;LBR;Taylor;Smith;01.12.1968;S;F;90000;0;Partial College;Professional;1;1
18817;KWT;Brittany;Russell;01.01.1985;S;F;90000;0;Partial College;Professional;0;2
18818;UZB;Lucas;Torres;01.09.1968;M;M;130000;3;Bachelors;Management;1;3
18819;UKR;Miranda;Bennett;01.04.1974;M;F;150000;3;Bachelors;Management;1;2
18820;CUW;Alexandria;Cook;01.01.1974;M;F;160000;1;Bachelors;Management;1;4
18821;EGY;Juan;Morgan;01.06.1968;S;M;80000;5;Partial College;Professional;1;2
18822;TGO;Gregory;Ferrier;01.12.1967;M;M;90000;5;Partial College;Professional;1;3
18823;LAO;Russell;Xu;01.10.1967;S;M;110000;1;Bachelors;Management;0;1
18824;BEN;Elijah;Collins;01.02.1968;M;M;120000;1;High School;Professional;1;4
18825;GRL;Brandon;Smith;01.09.1973;M;M;130000;1;Bachelors;Management;1;4
18826;VGB;Allison;Stewart;01.06.1972;M;F;70000;5;Partial College;Professional;0;3
18827;NZL;Carmen;Raman;01.11.1972;S;F;80000;5;Partial College;Professional;1;3
18828;SLE;Morgan;Wright;01.08.1966;M;F;80000;5;Partial College;Professional;1;3
18829;FRA;Jackson;Simmons;01.09.1966;S;M;90000;4;Partial College;Professional;1;0
18830;SRB;Kristine;Ortega;01.03.1967;M;F;110000;1;Bachelors;Management;1;3
18831;CMR;Andy;Hernandez;01.06.1967;S;M;110000;1;Bachelors;Management;1;3
18832;MLI;Dylan;Jackson;01.02.1967;M;M;130000;1;Bachelors;Management;0;3
18833;NZL;Morgan;Baker;01.08.1960;M;F;60000;2;High School;Professional;0;2
18834;KOR;Ana;Foster;01.04.1961;M;F;60000;2;High School;Professional;0;2
18835;WLF;Isabelle;Coleman;01.10.1960;S;F;60000;2;High School;Professional;1;2
18836;GUY;Nicole;Cooper;01.08.1960;S;F;60000;2;High School;Professional;1;2
18837;JEY;Amanda;Hernandez;01.04.1961;M;F;70000;4;High School;Professional;1;0
18838;AUS;Natalie;Morris;01.09.1966;M;F;80000;3;Partial College;Professional;1;1
18839;SVN;Don;Lee;01.04.1966;M;M;80000;3;Partial College;Professional;1;1
18840;ESP;Alexandria;Barnes;01.06.1961;M;F;80000;3;Partial College;Professional;0;1
18841;NLD;Gabriella;Campbell;01.03.1942;M;F;40000;3;Partial College;Professional;0;2
18842;MSR;James;Gonzalez;01.01.1942;S;M;40000;3;Partial College;Professional;1;2
18843;OMN;Luis;Perez;01.07.1941;M;M;50000;2;Graduate Degree;Management;0;2
18844;BOL;Dalton;Hernandez;01.10.1947;S;M;50000;2;Graduate Degree;Management;1;2
18845;CXR;Katherine;Hughes;01.09.1941;M;F;60000;2;Graduate Degree;Management;1;2
18846;BLZ;Deb;Hughes;01.08.1941;S;M;60000;2;Graduate Degree;Management;1;2
18847;MDG;Ariana;Richardson;01.05.1947;M;F;60000;2;Graduate Degree;Management;1;2
18848;BTN;Christian;Harris;01.11.1941;M;M;70000;4;Graduate Degree;Management;1;2
18849;SUR;Faith;Flores;01.12.1965;S;F;100000;3;Partial College;Professional;1;4
18850;SGP;Ethan;Hughes;01.01.1966;M;M;130000;4;Bachelors;Management;1;3
18851;SYR;Dalton;Cook;01.04.1960;M;M;80000;2;Partial High School;Skilled Manual;0;2
18852;SJM;Allison;Sanders;01.07.1965;M;F;80000;3;Partial High School;Skilled Manual;1;2
18853;PRI;Jacqueline;Gray;01.01.1960;M;F;80000;3;Partial High School;Skilled Manual;1;2
18854;CHL;Hunter;Turner;01.05.1965;M;M;60000;2;Partial High School;Skilled Manual;0;2
18855;SVK;Robert;Zhang;01.11.1959;S;M;60000;2;Partial High School;Skilled Manual;1;2
18856;ESH;Thomas;Green;01.09.1959;M;M;60000;2;Partial High School;Skilled Manual;0;2
18857;GIB;Sebastian;Sanders;01.01.1960;M;M;60000;2;Partial High School;Skilled Manual;1;2
18858;TZA;Miguel;Parker;01.11.1959;S;M;60000;2;Partial High School;Skilled Manual;1;2
18859;GMB;Olivia;Henderson;01.03.1960;M;F;60000;2;Partial High School;Skilled Manual;1;2
18860;CZE;Sydney;Foster;01.12.1965;M;F;70000;3;High School;Professional;0;0
18861;NRU;Ashley;Wood;01.08.1959;M;F;70000;3;High School;Professional;1;0
18862;FRO;Luke;Zhang;01.03.1960;M;M;70000;3;High School;Professional;1;0
18863;MYS;Charles;Scott;01.05.1960;S;M;70000;3;High School;Professional;1;0
18864;TON;Elijah;Long;01.09.1965;M;M;70000;3;High School;Professional;0;0
18865;HUN;Ashley;Hayes;01.07.1958;M;F;60000;3;Graduate Degree;Management;1;2
18866;ISR;Miguel;Scott;01.09.1958;M;M;60000;3;Graduate Degree;Management;0;2
18867;BRN;Thomas;Perry;01.03.1958;M;M;40000;3;Partial College;Professional;0;2
18868;IRN;Adam;Long;01.11.1957;S;M;40000;3;Partial College;Professional;1;2
18869;AUS;Ashley;Flores;01.02.1958;M;F;40000;3;Partial College;Professional;0;2
18870;AZE;Ana;Barnes;01.01.1958;M;F;40000;3;Partial College;Professional;0;2
18871;MDA;Ruben;Rubio;01.01.1943;M;M;60000;3;Graduate Degree;Management;1;2
18872;ATF;Miguel;Severino;01.12.1943;M;M;60000;3;Graduate Degree;Management;1;2
18873;VEN;Austin;Rodriguez;01.05.1945;S;M;60000;3;Graduate Degree;Management;1;2
18874;BRN;Julia;Green;01.11.1944;M;F;60000;3;Graduate Degree;Management;1;2
18875;AIA;Devin;Watson;01.11.1944;M;M;60000;3;Graduate Degree;Management;1;2
18876;NIC;Luke;Chen;01.02.1945;M;M;70000;5;Graduate Degree;Management;1;2
18877;NIC;Evan;Hall;01.07.1951;M;M;80000;4;Graduate Degree;Management;1;2
18878;NRU;Mallory;Ramos;01.10.1951;M;F;80000;4;Bachelors;Management;1;2
18879;VNM;Garrett;Morgan;01.03.1958;M;M;50000;4;Bachelors;Management;1;2
18880;PER;Jarrod;Sanchez;01.09.1946;M;M;60000;3;Graduate Degree;Management;0;2
18881;VNM;Kimberly;James;01.08.1946;M;F;70000;5;Graduate Degree;Management;1;2
18882;SYC;Dalton;Hayes;01.01.1947;M;M;70000;5;Graduate Degree;Management;0;2
18883;CHE;Jonathan;Garcia;01.12.1982;S;M;40000;0;Partial High School;Clerical;0;2
18884;HND;Bryan;Reed;01.12.1982;S;M;40000;0;Partial High School;Clerical;1;2
18885;MNP;Cara;Ma;01.12.1953;S;F;20000;4;High School;Skilled Manual;1;2
18886;TCD;Donald;McDonald;01.06.1983;S;M;40000;0;Partial High School;Clerical;0;2
18887;CUW;Kari;Hernandez;01.11.1982;S;F;40000;0;Partial High School;Clerical;1;2
18888;AZE;Devin;Powell;01.06.1983;S;M;40000;0;Partial College;Skilled Manual;1;1
18889;TCA;Katelyn;Murphy;01.09.1982;S;F;40000;0;Partial College;Skilled Manual;0;1
18890;COG;Lauren;Blue;01.11.1982;M;F;40000;0;Partial College;Skilled Manual;1;2
18891;UGA;Megan;James;01.03.1983;M;F;40000;0;Partial College;Skilled Manual;1;2
18892;POL;Chase;Howard;01.05.1983;S;M;60000;0;Partial College;Skilled Manual;1;2
18893;PHL;Devin;White;01.12.1982;S;M;60000;0;Partial College;Skilled Manual;0;2
18894;ATF;Eric;Allen;01.03.1983;S;M;70000;0;Partial College;Skilled Manual;1;2
18895;CRI;Marco;Madan;01.08.1960;M;M;10000;2;Partial High School;Clerical;1;2
18896;VCT;Jonathan;Russell;01.09.1954;M;M;20000;2;Partial High School;Clerical;0;2
18897;TUR;Russell;Black;01.02.1955;M;M;20000;2;Partial High School;Clerical;1;2
18898;KEN;Monica;Chandra;01.03.1961;S;F;20000;2;Partial High School;Clerical;1;2
18899;EST;Glenn;Liu;01.10.1955;M;M;30000;3;Partial College;Clerical;0;2
18900;GBR;Mathew;Torres;01.04.1956;M;M;30000;3;Partial College;Clerical;0;2
18901;VGB;Connor;Shan;01.09.1962;S;M;20000;2;Partial High School;Clerical;1;2
18902;MRT;Steve;Chen;01.08.1962;M;M;30000;3;High School;Skilled Manual;0;2
18903;NAM;Louis;Zeng;01.05.1957;S;M;30000;3;High School;Skilled Manual;1;2
18904;LBN;Emma;Thomas;01.04.1986;S;F;30000;0;Partial College;Skilled Manual;0;2
18905;ARE;Samuel;Adams;01.04.1985;S;M;70000;0;Partial College;Skilled Manual;0;2
18906;WSM;Adrienne;Gutierrez;01.10.1957;S;F;30000;3;High School;Skilled Manual;1;2
18907;COD;Priscilla;Nara;01.11.1957;M;F;30000;3;High School;Skilled Manual;1;2
18908;FIN;Krystal;Sun;01.02.1960;S;F;80000;2;Partial College;Skilled Manual;0;2
18909;VGB;Jodi;Chavez;01.12.1960;S;F;80000;2;Partial College;Skilled Manual;1;2
18910;AGO;Marco;Perez;01.04.1981;S;M;30000;0;Partial College;Skilled Manual;1;2
18911;BHS;Elijah;McDonald;01.12.1980;S;M;30000;0;High School;Skilled Manual;0;2
18912;GIB;Tyler;Williams;01.04.1981;M;M;40000;0;High School;Skilled Manual;1;2
18913;UMI;Jesse;Stewart;01.05.1981;M;M;40000;0;High School;Skilled Manual;1;2
18914;IRQ;Felicia;Ruiz;01.01.1981;S;F;40000;0;High School;Skilled Manual;0;2
18915;CHE;Sydney;Gonzalez;01.07.1980;M;F;40000;0;High School;Skilled Manual;1;2
18916;CRI;Christian;Moore;01.08.1979;S;M;30000;0;High School;Skilled Manual;0;2
18917;CXR;Jonathan;Nelson;01.09.1979;M;M;30000;0;High School;Skilled Manual;0;2
18918;VIR;Jacqueline;Ross;01.06.1979;M;F;60000;0;Partial College;Skilled Manual;1;2
18919;TJK;Eduardo;Hernandez;01.05.1979;S;M;60000;0;Partial College;Skilled Manual;0;2
18920;ARM;Jonathan;Young;01.11.1978;S;M;60000;0;Partial College;Skilled Manual;0;2
18921;STP;Rachel;Bailey;01.09.1978;S;F;60000;0;Partial College;Skilled Manual;0;2
18922;IOT;Madeline;Gonzalez;01.03.1979;S;F;70000;0;Partial College;Professional;0;2
18923;GIN;Cassandra;Kapoor;01.04.1979;M;F;70000;0;Partial College;Professional;0;2
18924;CHE;Rachel;Williams;01.05.1979;S;F;70000;0;Partial College;Professional;1;2
18925;MAF;Haley;Griffin;01.11.1981;M;F;60000;0;Partial College;Professional;0;2
18926;ARG;Alexandre;Lobao;01.09.1981;M;M;60000;0;Partial College;Professional;0;2
18927;BDI;Arianna;Cox;01.08.1981;S;F;60000;0;Partial College;Professional;0;2
18928;MNG;Carmen;Prasad;01.08.1971;M;F;80000;2;High School;Skilled Manual;1;2
18929;IDN;Donald;Garcia;01.12.1960;S;M;80000;2;High School;Skilled Manual;1;2
18930;MNG;Katelyn;Richardson;01.04.1961;S;F;80000;2;High School;Skilled Manual;0;2
18931;AUS;Rosa;She;01.06.1962;M;F;70000;2;High School;Skilled Manual;1;2
18932;FSM;Carl;Chande;01.07.1969;M;M;100000;1;Bachelors;Management;1;3
18933;UKR;Kelli;Huang;01.08.1985;S;F;30000;0;Partial High School;Skilled Manual;1;2
18934;BVT;Jeremiah;Moore;01.08.1979;S;M;60000;0;Partial College;Professional;1;2
18935;CPV;Jasmine;Jenkins;01.11.1971;M;F;130000;0;Graduate Degree;Management;1;3
18936;CYP;Morgan;Collins;01.07.1971;S;F;160000;0;Graduate Degree;Management;0;3
18937;ZAF;Ian;Reed;01.08.1962;S;M;70000;2;Partial High School;Skilled Manual;1;2
18938;LUX;Lucas;Lopez;01.11.1962;M;M;70000;2;Partial High School;Skilled Manual;1;2
18939;YEM;Hunter;McDonald;01.09.1962;S;M;70000;2;Partial High School;Skilled Manual;1;2
18940;SLB;Seth;Bell;01.04.1963;M;M;70000;2;Partial High School;Skilled Manual;1;2
18941;IRQ;Philip;Torres;01.09.1962;M;M;70000;3;Partial College;Professional;0;0
18942;ASM;Billy;Ortega;01.11.1962;M;M;70000;3;Partial College;Professional;1;0
18943;FRO;Kaitlyn;Hall;01.02.1963;S;F;70000;3;Partial College;Professional;1;0
18944;MRT;Marcus;Taylor;01.11.1961;S;M;60000;2;High School;Professional;1;2
18945;MDA;Marcus;Cox;01.12.1961;M;M;60000;2;High School;Professional;0;2
18946;NAM;Brandon;Simmons;01.08.1967;M;M;60000;2;High School;Professional;0;2
18947;NRU;Devin;Bryant;01.11.1961;S;M;70000;3;Partial College;Professional;1;2
18948;SWZ;Sydney;Bailey;01.03.1967;M;F;70000;3;Partial College;Professional;0;2
18949;ARE;Jackson;Hall;01.12.1937;S;M;70000;3;Graduate Degree;Management;1;2
18950;GBR;Lauren;Alexander;01.10.1970;S;F;90000;4;Partial College;Professional;1;3
18951;GAB;Dalton;Jones;01.06.1971;S;M;90000;4;Partial College;Professional;1;3
18952;SYC;Chloe;Hernandez;01.04.1971;M;F;100000;4;Bachelors;Management;1;4
18953;ATG;Mya;Patterson;01.10.1976;S;F;110000;2;Bachelors;Management;1;3
18954;IRL;Dalton;Young;01.11.1970;S;M;120000;3;Bachelors;Management;0;4
18955;CIV;Justin;Jones;01.08.1967;S;M;40000;3;High School;Skilled Manual;1;2
18956;COD;Sara;Howard;01.10.1967;S;F;70000;1;Bachelors;Professional;0;1
18957;CHE;Mackenzie;Lopez;01.10.1967;S;F;70000;1;Bachelors;Professional;1;1
18958;MDV;Natalie;Sanchez;01.01.1968;S;F;70000;1;Bachelors;Professional;1;1
18959;VCT;Seth;Morris;01.08.1967;S;M;70000;1;Bachelors;Professional;0;1
18960;MYS;Marcus;Johnson;01.04.1968;S;M;70000;1;Bachelors;Professional;0;1
18961;SAU;Jeremiah;Henderson;01.03.1968;S;M;70000;1;Bachelors;Professional;1;1
18962;TUN;Seth;Parker;01.06.1968;M;M;70000;1;Partial College;Skilled Manual;1;1
18963;COM;Amber;Collins;01.08.1967;M;F;70000;1;Partial College;Skilled Manual;1;1
18964;CUB;Thomas;Gonzalez;01.09.1966;S;M;40000;4;High School;Skilled Manual;1;2
18965;TKM;Richard;Turner;01.10.1972;M;M;40000;4;High School;Skilled Manual;1;3
18966;GRD;Carly;Rai;01.04.1948;M;F;50000;4;Bachelors;Management;1;2
18967;PRK;Xavier;Clark;01.01.1948;M;M;60000;3;Graduate Degree;Management;1;2
18968;CHL;Isaiah;Lopez;01.04.1953;M;M;60000;3;Graduate Degree;Management;1;2
18969;ETH;Anna;Cox;01.01.1948;M;F;60000;3;Graduate Degree;Management;1;2
18970;QAT;Jason;Roberts;01.02.1949;M;M;60000;3;Graduate Degree;Management;1;2
18971;EGY;Wyatt;Moore;01.08.1948;M;M;70000;5;Bachelors;Management;1;2
18972;COL;Benjamin;Butler;01.08.1948;M;M;70000;5;Bachelors;Management;1;2
18973;TUN;Kate;Yuan;01.12.1948;M;F;70000;5;Bachelors;Management;1;2
18974;TWN;James;Rodriguez;01.11.1948;M;M;80000;5;Bachelors;Management;1;2
18975;POL;Samuel;Bryant;01.05.1955;M;M;30000;5;Partial High School;Clerical;0;2
18976;MKD;Garrett;Howard;01.10.1949;S;M;40000;4;High School;Professional;1;2
18977;MAF;Jackson;Wang;01.02.1950;M;M;40000;4;High School;Professional;0;2
18978;AFG;Isaiah;Morgan;01.08.1955;M;M;40000;4;High School;Professional;0;2
18979;AGO;Noah;Taylor;01.09.1949;M;M;40000;4;High School;Professional;0;2
18980;CPV;Sophia;Hernandez;01.04.1950;M;F;40000;4;High School;Professional;0;2
18981;NOR;Savannah;Watson;01.10.1949;M;F;70000;4;Bachelors;Management;1;2
18982;USA;Kyle;Baker;01.10.1950;S;M;40000;4;High School;Professional;1;2
18983;GUY;Destiny;Price;01.10.1956;M;F;40000;5;High School;Professional;0;2
18984;MLT;Shelby;Rivera;01.02.1962;S;F;70000;4;Bachelors;Management;1;2
18985;CCK;Paige;Bailey;01.07.1950;M;F;70000;4;Bachelors;Management;1;2
18986;JPN;Robert;Roberts;01.01.1951;S;M;70000;4;Bachelors;Management;1;2
18987;GIB;Hunter;Adams;01.08.1950;M;M;70000;5;Bachelors;Management;1;2
18988;FLK;Courtney;Baker;01.07.1950;S;F;70000;5;Bachelors;Management;0;2
18989;IMN;Cindy;Suri;01.10.1956;M;F;70000;5;Bachelors;Management;1;2
18990;HKG;Amanda;Henderson;01.08.1951;M;F;70000;5;Bachelors;Management;1;4
18991;ARM;Evan;Cook;01.10.1951;M;M;70000;5;Bachelors;Management;1;4
18992;GIN;David;Perry;01.04.1952;M;M;60000;4;Bachelors;Management;1;2
18993;SWZ;Kevin;Ross;01.05.1952;M;M;60000;4;Bachelors;Management;1;2
18994;SYC;Jackson;Allen;01.11.1958;M;M;70000;2;Partial College;Professional;1;1
18995;CUB;Melissa;Gray;01.10.1952;S;F;70000;2;Partial College;Professional;1;1
18996;MKD;Katherine;Turner;01.05.1953;M;F;70000;2;Partial College;Professional;1;1
18997;PRY;Eric;King;01.09.1952;M;M;70000;2;Partial College;Professional;1;1
18998;LVA;Aidan;Bennett;01.05.1953;M;M;60000;5;Bachelors;Management;1;3
18999;MMR;Mackenzie;Watson;01.10.1952;M;F;60000;5;Bachelors;Management;0;3
19000;KEN;Makayla;Blue;01.11.1959;M;F;40000;2;High School;Professional;1;2
19001;ZMB;Fernando;Brown;01.08.1953;M;M;40000;2;High School;Professional;0;2
19002;SAU;Alexis;Thompson;01.04.1954;M;F;60000;2;Partial College;Professional;1;1
19003;IRL;Jared;Stewart;01.06.1965;M;M;60000;2;Bachelors;Management;0;0
19004;NCL;Ian;Rogers;01.08.1959;M;M;60000;2;Bachelors;Management;1;0
19005;FRA;Lauren;Peterson;01.09.1954;S;F;60000;2;Partial College;Professional;1;2
19006;MKD;Leslie;Martin;01.10.1955;M;F;60000;2;Partial College;Professional;1;2
19007;VCT;Mackenzie;Sanchez;01.09.1961;M;F;60000;2;Partial College;Professional;1;2
19008;HRV;Hailey;Murphy;01.11.1955;S;F;60000;2;High School;Professional;0;2
19009;LKA;Arianna;Watson;01.10.1961;M;F;60000;2;Partial College;Professional;1;1
19010;NER;Naomi;Ortega;01.12.1955;M;F;60000;2;Partial College;Professional;1;1
19011;BDI;Maria;Cook;01.02.1956;M;F;70000;4;Partial College;Professional;1;1
19012;ATG;Oscar;Bryant;01.10.1955;M;M;80000;3;Bachelors;Management;1;1
19013;MSR;Amanda;Phillips;01.05.1956;S;F;80000;3;Bachelors;Management;1;2
19014;TTO;Jonathan;Hernandez;01.01.1957;M;M;60000;2;High School;Professional;1;2
19015;BLR;Thomas;Griffin;01.02.1962;M;M;60000;2;High School;Professional;1;2
19016;USA;Sierra;Wright;01.04.1957;M;F;60000;2;Partial College;Professional;1;2
19017;TUV;Zoe;Brooks;01.03.1957;M;F;60000;2;Partial College;Professional;1;2
19018;HRV;Nicole;Gray;01.11.1962;M;F;60000;2;Partial College;Professional;1;2
19019;SGS;Jackson;Gonzales;01.09.1962;M;M;70000;4;Partial College;Professional;1;1
19020;ZWE;Jack;Flores;01.03.1963;S;M;70000;2;Partial High School;Skilled Manual;1;2
19021;BLZ;Melissa;Russell;01.11.1963;S;F;70000;2;Partial High School;Skilled Manual;0;2
19022;MYT;Samantha;Wood;01.04.1969;M;F;70000;2;Partial High School;Skilled Manual;1;2
19023;BLZ;Arianna;Powell;01.03.1958;M;F;70000;2;Partial High School;Skilled Manual;1;3
19024;GRD;Dalton;Russell;01.02.1958;S;M;70000;2;Partial High School;Skilled Manual;1;3
19025;SLV;Aaron;Roberts;01.05.1958;S;M;60000;2;Partial College;Professional;1;2
19026;SLB;Logan;Hayes;01.05.1958;S;M;60000;2;High School;Professional;1;2
19027;PYF;Mayra;Madan;01.02.1963;S;F;100000;2;Partial College;Professional;1;4
19028;CYM;Cedric;Wang;01.05.1968;M;M;110000;2;Partial College;Professional;1;3
19029;TUV;Alicia;Andersen;01.02.1963;M;F;120000;2;High School;Professional;1;4
19030;PHL;Marco;Arun;01.08.1973;M;M;130000;2;Partial College;Professional;0;2
19031;LUX;Regina;Perez;01.01.1963;M;F;150000;2;High School;Professional;1;2
19032;NCL;Katrina;Andersen;01.10.1962;S;F;150000;2;High School;Professional;0;2
19033;THA;Omar;Lin;01.03.1962;S;M;110000;2;Partial College;Professional;1;4
19034;IRL;Tabitha;Diaz;01.04.1962;S;F;120000;3;High School;Professional;1;4
19035;CRI;Stanley;Schmidt;01.03.1962;M;M;120000;3;High School;Professional;1;4
19036;ABW;Allen;Rana;01.10.1960;M;M;130000;3;Partial College;Professional;1;3
19037;ARM;Marshall;Chen;01.02.1961;M;M;160000;3;High School;Professional;1;3
19038;SJM;Joe;Patel;01.02.1960;S;M;80000;3;Partial College;Professional;1;1
19039;COG;Melvin;Pal;01.08.1949;M;M;80000;5;Bachelors;Management;0;2
19040;TWN;Eugene;Sun;01.03.1950;M;M;110000;3;Bachelors;Management;1;4
19041;BWA;Autumn;Zheng;01.11.1950;S;F;70000;5;High School;Professional;1;2
19042;MDV;Ronnie;Cai;01.05.1956;M;M;80000;5;Partial College;Professional;0;2
19043;ZWE;Jessica;Jones;01.12.1950;M;F;100000;2;Graduate Degree;Management;0;4
19044;ATA;Cesar;Rana;01.09.1950;M;M;130000;4;Bachelors;Management;1;4
19045;JPN;Ross;Rodriguez;01.01.1952;S;M;90000;5;Partial College;Professional;1;2
19046;PRT;Shawna;Raje;01.08.1951;M;F;110000;3;Bachelors;Management;1;4
19047;HRV;Sydney;Walker;01.09.1951;M;F;130000;4;Partial College;Professional;1;4
19048;CHN;Bryant;Raman;01.04.1952;M;M;130000;4;Partial College;Professional;0;4
19049;BFA;Craig;Gutierrez;01.04.1952;M;M;170000;4;Bachelors;Management;1;4
19050;STP;Joel;Chapman;01.10.1964;M;M;90000;3;Partial College;Professional;0;1
19051;GEO;Taylor;Henderson;01.11.1959;S;F;90000;4;High School;Professional;1;1
19052;BOL;Kristi;Kapoor;01.12.1959;M;F;90000;4;High School;Professional;1;2
19053;ARM;Gerald;Jordan;01.02.1960;S;M;130000;3;Partial College;Professional;0;4
19054;VIR;Arthur;Alonso;01.12.1959;S;M;150000;3;High School;Professional;0;4
19055;TTO;Garrett;Bailey;01.10.1959;M;M;160000;3;High School;Professional;1;4
19056;PSE;Carla;Van;01.01.1959;M;F;100000;3;Bachelors;Management;1;4
19057;NZL;Joanna;Ramos;01.09.1964;M;F;120000;3;Bachelors;Management;0;2
19058;KEN;Shawn;Goel;01.12.1958;M;M;130000;4;Partial College;Professional;1;2
19059;ABW;George;Rodriguez;01.08.1958;M;M;130000;5;Partial College;Professional;1;2
19060;NIC;Stephanie;Stone;01.11.1958;M;F;160000;3;Bachelors;Management;1;4
19061;ISR;Heather;Gao;01.09.1957;S;F;80000;4;Partial College;Professional;1;2
19062;CHE;Erica;Zhou;01.03.1958;M;F;80000;4;Partial College;Professional;1;2
19063;WLF;Gabrielle;Kelly;01.05.1958;M;F;80000;4;High School;Professional;1;2
19064;ZAF;Veronica;Madan;01.06.1958;M;F;90000;4;High School;Professional;1;2
19065;GEO;Michele;Arun;01.10.1957;M;F;110000;4;Partial College;Professional;0;2
19066;BRN;Dylan;Sharma;01.07.1957;M;M;130000;4;Partial College;Professional;0;3
19067;MAF;Misty;Luo;01.08.1956;M;F;90000;4;High School;Professional;1;3
19068;ATF;Alma;Son;01.10.1956;M;F;120000;4;Partial College;Professional;0;3
19069;ETH;Thomas;Hall;01.07.1961;M;M;90000;4;High School;Management;1;3
19070;ATG;Kristopher;Garcia;01.03.1956;M;M;130000;4;High School;Management;1;3
19071;EST;Joe;Jimenez;01.10.1955;M;M;130000;4;High School;Management;0;3
19072;GUM;Tamara;Lu;01.01.1960;M;F;150000;4;Partial College;Management;1;4
19073;WLF;Lolan;Song;01.03.1955;M;M;170000;0;High School;Management;0;4
19074;SUR;Colleen;Shen;01.11.1953;M;F;70000;5;Partial High School;Skilled Manual;1;4
19075;TUN;Brent;Wu;01.09.1953;M;M;80000;5;High School;Management;1;4
19076;ISR;Jaclyn;Pal;01.11.1953;M;F;90000;4;High School;Management;1;3
19077;ABW;Pedro;Prasad;01.03.1954;M;M;110000;4;High School;Management;1;3
